product_id,product_name,category,sub_category,price_per_unit,cost_per_unit
OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,59.76,28.74167520096967
OFF-AP-10001824,"Hamilton Beach Blender, Silver",Office Supplies,Appliances,71.04,9.644862395957418
TEC-HEW-10001710,"Hewlett Ink, Laser",Technology,Copiers,148.68,2.0325133841128555
OFF-BI-10001032,"Avery Binding Machine, Recycled",Office Supplies,Binders,49.2,11.275066640657787
OFF-AP-10003354,"KitchenAid Microwave, White",Office Supplies,Appliances,308.46,234.3477232239233
OFF-HAM-10002778,"Hamilton Beach Microwave, Black",Office Supplies,Appliances,281.94,87.53415537128652
OFF-BIN-10004729,"Binney & Smith Sketch Pad, Water Color",Office Supplies,Art,49.5,24.815290272853638
TEC-BEL-10002207,"Belkin Memory Card, USB",Technology,Accessories,115.02,56.377762495913736
OFF-ST-10001941,"Rogers Lockers, Wire Frame",Office Supplies,Storage,140.46,14.898691152491418
FUR-BO-10002580,"Safco Classic Bookcase, Pine",Furniture,Bookcases,293,22.186240135674996
